OBJECTID,FEATURETYPE,NAME,CAPACITY_kV,CLASSIFICATION,SITESUBURB,STATE,STATUS,FEATURERELIABILITY,FEATURESOURCE,ATTRIBUTERELIABILITY,ATTRIBUTESOURCE,SPATIALACCURACY,REVISED,LATITUDE,LONGITUDE
819,Substation,Happy Valley,275,Zone ,Noarlunga,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-35.05198,138.576728
820,Substation,East Terrace,275,Zone ,Adelaide,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.924578,138.610328
821,Substation,Cherry Gardens,275,Zone ,Clarendon,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-35.094976,138.645882
822,Substation,Ardrossan West,132,Zone ,Cunningham,South Australia,Operational,19990101,YorkePeninsula_2m_MGA53.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.429165,137.888842
823,Substation,Davenport,275,Zone ,Port Paterson,South Australia,Operational,20060101,Whyalla_PortAugusta_PortGermein_MGA53.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-32.53701,137.813
824,Substation,Kadina East,132,Zone ,Kadina,South Australia,Operational,19990101,CFS_Midnorth_MGA53.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-33.976958,137.729611
825,Substation,Cultana,275,Zone ,Cultana,South Australia,Operational,20060101,Whyalla_PortAugusta_PortGermein_MGA53.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-32.931548,137.54481
826,Substation,Mount Gunson,132,Zone ,Oakden Hills,South Australia,Operational,20060101,Whyalla_PortAugusta_PortGermein_MGA53.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-31.46613,137.088049
827,Substation,Pimba,132,Zone ,Arcoona,South Australia,Operational,20090831,alcol2p5_AndamookaTorrens250k.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-31.234768,136.831521
828,Substation,Yadnarie,132,Zone ,Cleve,South Australia,Operational,20080501,AUK_S34E136-C,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-33.689488,136.400579
829,Substation,Port Lincoln,132,Zone ,Lincoln,South Australia,Operational,20040301,SouthernEyrePeninsula_Mar04_MGA53.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.699899,135.804717
830,Substation,Wudinna,132,Zone ,Pygery,South Australia,Operational,20080501,AUK_S34E135-A,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-33.05236,135.452374
831,Substation,Port Pirie,132,Zone ,Pirie,South Australia,Operational,20060101,PortGermein_to_WoodsPoint_MGA53.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-33.17098,138.007012
832,Substation,Baroota,132,Zone ,Baroota,South Australia,Operational,20060101,PortGermein_to_WoodsPoint_MGA53.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-32.967663,138.039281
833,Substation,Blanche,132,Zone ,Compton,South Australia,Operational,20030101,LowerSE_Jan03_PNC_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.825443,140.731522
834,Substation,Berri,132,Zone ,Berri,South Australia,Operational,20080101,Murraylands_NE_L2SAUST.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.269859,140.597989
835,Substation,North West Bend,132,Zone ,Stuart,South Australia,Operational,20080101,Murraylands_NW_L2SAUST.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-33.994699,139.732318
836,Substation,Tailem Bend,275,Zone ,Seymour,South Australia,Operational,20080101,Murraylands_SW_L2SAUST.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-35.270796,139.492438
837,Substation,Mobilong,132,Zone ,Mobilong,South Australia,Operational,20080101,Murraylands_SW_L2SAUST.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-35.064599,139.266404
838,Substation,Mannum,132,Zone ,Finniss,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.917069,139.264477
839,Substation,Robertstown,275,Zone ,Bright,South Australia,Operational,20080101,Murraylands_NW_L2SAUST.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-33.95573,139.127241
840,Substation,Dorrien,132,Zone ,Nuriootpa,South Australia,Operational,20060208,sp5xi2p5_365419_080206.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.491819,138.966403
841,Substation,Angas Creek,132,Zone ,Gumeracha,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.847306,138.936869
842,Substation,Mount Barker,132,Zone ,Macclesfield,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-35.079285,138.852368
843,Substation,Waterloo,132,Zone ,Waterloo,South Australia,Operational,20060208,sp5xi2p5_365418_080206.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-33.989832,138.87654
844,Substation,Templers,132,Zone ,Light,South Australia,Operational,20060208,sp5xi2p5_365419_080206.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.462667,138.771348
845,Substation,Para,275,Zone ,Munno Para,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.735692,138.711882
846,Substation,Coolup,66,Zone ,Coolup,Western Australia,Operational,20080701,Pinjarra_2032_Jul_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.783321,115.890064
847,Substation,Alcoa-Pinjarra,330,Sole Use,Oakley,Western Australia,Operational,20080701,Pinjarra_2032_Jul_2008_Mosaic.ecw,20110701,Western Power 2011 Annual Planing Report,5,20120711,-32.648914,115.94656
848,Substation,Mandurah,132,Zone ,Mandurah,Western Australia,Operational,20080701,Pinjarra_2032_Jul_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.532456,115.738996
849,Substation,Pinjarra,132,Zone ,Ravenswood,Western Australia,Operational,20080701,Pinjarra_2032_Jul_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.571075,115.86672
850,Substation,Western Mining Smelter,132,Sole Use,Feysville,Western Australia,Operational,20090101,2009 Transmission and Distribution Annual Report,20090101,2009 Transmission and Distribution Annual Report,1,20120710,-30.874754,121.486305
851,Substation,Boulder,132,Zone ,Boulder,Western Australia,Operational,20090101,2009 Transmission and Distribution Annual Report,20090101,2009 Transmission and Distribution Annual Report,1,20120710,-30.780466,121.493426
852,Substation,Piccadilly,132,Zone ,Piccadilly,Western Australia,Operational,20090101,2009 Transmission and Distribution Annual Report,20090101,2009 Transmission and Distribution Annual Report,1,20120710,-30.745569,121.4642
853,Substation,Parkeston,132,Power Station,Parkeston,Western Australia,Operational,20090101,2009 Transmission and Distribution Annual Report,20090101,2009 Transmission and Distribution Annual Report,1,20120710,-30.737682,121.505993
854,Substation,West Kalgoorlie ,220,Terminal ,Yilkari,Western Australia,Operational,20090101,2009 Transmission and Distribution Annual Report,20090101,2009 Transmission and Distribution Annual Report,1,20120710,-30.781346,121.423991
855,Substation,Black Flag,132,Sole Use,Kanowna,Western Australia,Operational,20090101,2009 Transmission and Distribution Annual Report,20090101,2009 Transmission and Distribution Annual Report,1,20120710,-30.53725,121.243084
856,Substation,Bounty Gold Mine,132,Sole Use,Mount Holland,Western Australia,Operational,20041101,Holland_2833_Nov_2004_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.10491,119.767793
857,Substation,Yilgarn,220,Zone ,Southern Cross,Western Australia,Operational,20041101,Southern_Cross_2735_Nov_2004_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.309818,119.36868
858,Substation,Southern Cross,66,Zone ,Southern Cross,Western Australia,Operational,20041101,Southern_Cross_2735_Nov_2004_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.198418,119.311109
859,Substation,Yerbillon,66,Zone ,Carrabin,Western Australia,Operational,20041101,Westonia_2635_Nov_2004_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,3,20120710,-31.391298,118.737871
860,Substation,Carrabin,66,Zone ,Carrabin,Western Australia,Operational,20041101,Westonia_2635_Nov_2004_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.395901,118.68284
861,Substation,Kondinin,220,Zone ,Kondinin,Western Australia,Operational,20051201,Narembeen_2533_Dec_2005_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.459064,118.249296
862,Substation,Baandee,66,Zone ,Hines Hill,Western Australia,Operational,20060101,Bruce_Rock_2534_Jan_2006_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.580615,118.012364
863,Substation,Cunderdin,66,Zone ,Cunderdin,Western Australia,Operational,20041001,Cunderdin_2334_Oct_2004_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.652735,117.243749
864,Substation,Broken Hill-Kwinana,66,Sole Use,Kwinana Beach,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.20964,115.776137
865,Substation,Alcoa-Kwinana,132,Sole Use,Naval Base,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.196768,115.778651
866,Substation,Byford,132,Zone ,Byford,Western Australia,Operational,20080301,Jarrahdale_2133_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.205371,116.008119
867,Substation,Cottesloe,132,Zone ,Cottesloe,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20111101,Western Power Website,5,20120713,-31.998231,115.76021
868,Substation,Gosnells,132,Zone ,Gosnells,Western Australia,Operational,20080301,Jarrahdale_2133_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.076476,115.989265
869,Substation,Myaree,66,Zone ,Booragoon,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.036623,115.822599
870,Substation,Amherst,132,Zone ,Fremantle,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.057004,115.761737
871,Substation,Edmund Street,66,Zone ,Fremantle,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.056139,115.7612
872,Substation,North Fremantle,66,Zone ,North Fremantle,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.03792,115.752199
873,Substation,Glen Iris,132,Zone ,Jandakot,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.093162,115.850161
874,Substation,Southern,330,Terminal ,Bibra Lake,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.095395,115.844416
875,Substation,Australian Paper Mills,66,Zone ,Bibra Lake,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.098823,115.808237
876,Substation,OConnor,66,Zone ,O'connor,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.057186,115.802845
877,Substation,Southern River,132,Zone ,Southern River,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.109353,115.957032
878,Substation,Riverton,132,Zone ,Bull Creek,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.048927,115.863457
879,Substation,Cannington ,132,Terminal ,Cannington,Western Australia,Operational,20080301,Fremantle_2033_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-32.018882,115.942355
880,Substation,Welshpool,132,Zone ,Welshpool,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.996186,115.953745
881,Substation,Victoria Park,66,Zone ,East Victoria Park,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.985661,115.914383
882,Substation,Tomlinson,66,Zone ,Welshpool,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.992076,115.926403
883,Substation,Tate Street,66,Zone ,Bentley,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.995656,115.92284
884,Substation,Collier Street,66,Zone ,Como,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.996736,115.870639
885,Substation,Clarence Street,66,Zone ,South Perth,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.97767,115.857114
886,Substation,East Perth Terminal,66,Zone ,East Perth,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.94566,115.878981
887,Substation,Western Terminal,132,Zone ,Mount Claremont,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.956613,115.790288
888,Substation,University,66,Zone ,Crawley,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.982164,115.815886
889,Substation,Shenton Park,66,Zone ,Shenton Park,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.957081,115.805839
890,Substation,Nedlands,66,Zone ,Nedlands,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.984094,115.791309
891,Substation,Medical Centre,66,Zone ,Nedlands,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.970134,115.812443
892,Substation,Wembley Downs,66,Zone ,Wembley Downs,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.922316,115.773817
893,Substation,Herdsman Parade,66,Zone ,Wembley,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.93034,115.811262
894,Substation,Muchea,132,Zone ,Muchea,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.557774,115.95858
895,Substation,Kerr-McGee Muchea,132,Sole Use,Muchea,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20110701,Western Power 2011 Annual Planing Report,5,20120713,-31.533545,115.966794
896,Substation,Landsdale,132,Zone ,Darch,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.82024,115.853388
897,Substation,Yanchep,132,Zone ,Carabooda,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.623499,115.715444
898,Substation,Wanneroo,132,Zone ,Tapping,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.718538,115.784318
899,Substation,Pinjar,132,Power Station,Pinjar,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.557675,115.82238
900,Substation,Northern ,330,Terminal ,Malaga,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.851194,115.89234
901,Substation,North Beach,132,Zone ,Carine,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.857427,115.777049
902,Substation,Mullaloo,132,Zone ,Edgewater,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.772821,115.781708
903,Substation,Manning Street,132,Zone ,Scarborough,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.89185,115.763464
904,Substation,Beechboro,132,Zone ,Morley,Western Australia,Operational,20080301,Perth_2034_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.872257,115.924173
