OBJECTID,FEATURETYPE,NAME,CAPACITY_kV,CLASSIFICATION,SITESUBURB,STATE,STATUS,FEATURERELIABILITY,FEATURESOURCE,ATTRIBUTERELIABILITY,ATTRIBUTESOURCE,SPATIALACCURACY,REVISED,LATITUDE,LONGITUDE
684,Substation,Taree,132,Zone ,Taree,New South Wales,Operational,20060101,winghamsouth5.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-31.899287,152.451601
685,Substation,Beryl,132,Zone ,Gulgong,New South Wales,Operational,20090111,SPOTCOV_AUM_S33E149-A,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-32.348097,149.461399
686,Substation,Ourimbah,132,Subtransmission ,Ourimbah,New South Wales,Operational,20070101,gosford.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.350008,151.370504
687,Substation,Gosford,132,Subtransmission ,West Gosford,New South Wales,Operational,20070101,gosford.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.411398,151.329821
688,Substation,Collinsville ,132,Power Station,Collinsville,Queensland,Operational,20060704,East_Queensland_SPOT.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-20.54416,147.805492
689,Substation,Biloela,132,Zone ,Biloela,Queensland,Operational,20110101,Biloela_15cm_mga56_mosaic_2011.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-24.401587,150.508116
690,Substation,Ingham South,132,Zone ,Ingham,Queensland,Operational,20060704,East_Queensland_SPOT.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-18.664833,146.15603
691,Substation,Cranbrook,66,Zone ,Cranbrook,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-19.311483,146.747391
692,Substation,Kearney Spring,110,Zone ,Kearneys Spring,Queensland,Operational,20090101,Toowoomba_9242_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.584705,151.942973
693,Substation,Cairns,132,Zone ,Portsmith,Queensland,Operational,20040101,Cairns_8064_2p5m_SPOTMaps.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-16.946255,145.755063
694,Substation,Baralaba,132,Zone ,Kokotungo,Queensland,Operational,20060704,East_Queensland_SPOT.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-24.190893,149.874112
695,Substation,Cowra,132,Zone ,Cowra,New South Wales,Operational,20090101,sp5col2p5_SI5508_2009.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.849724,148.675785
696,Substation,Morphett Vale East,275,Zone ,Noarlunga,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-35.113283,138.549843
697,Substation,Wagga 132,132,Terminal ,Kooringal,New South Wales,Operational,20080101,WaggaWagga_8327_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-35.126367,147.381493
698,Substation,Brinkworth,275,Zone ,Boucaut,South Australia,Operational,20080501,AUK_S34E138-C,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-33.631282,138.372536
699,Substation,Leigh Creek South,132,Zone ,Leigh Creek,South Australia,Operational,20100101,North_Flinders.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-30.570263,138.393565
700,Substation,Deniliquin,132,Zone ,Deniliquin,New South Wales,Operational,20090101,sp5col2p5_SI5513_2009.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-35.557215,145.031315
701,Substation,Yanco,132,Zone ,Yanco,New South Wales,Operational,20080101,Yanco_8128_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-34.602531,146.396479
702,Substation,Griffith,132,Zone ,Yoogali,New South Wales,Operational,20080101,Griffith_8129_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-34.315532,146.109415
703,Substation,Darlington Point,330,Terminal ,Darlington Point,New South Wales,Operational,20080101,Yanco_8128_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-34.648923,146.035163
704,Substation,Leigh Creek Coalfield,132,Zone ,Copley,South Australia,Operational,20100101,North_Flinders.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-30.523788,138.387774
705,Substation,Hummocks,132,Zone ,Kulpara,South Australia,Operational,20080501,AUK_S35E138-A,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.087891,138.091441
706,Substation,Neuroodla,132,Zone ,Barndioota,South Australia,Operational,20090831,alcol2p5_AndamookaTorrens250k.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-31.838216,138.110482
707,Substation,Terang,220,Terminal ,Terang,Victoria,Operational,20071217,south-west_2007dec17_air_vis_35cm_mga54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-38.232971,142.932312
708,Substation,Geelong,220,Terminal ,Norlane,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-38.082624,144.338498
709,Substation,Moorabool,500,Terminal ,Moorabool,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-38.037,144.296809
710,Substation,Burnie 110,220,Zone ,Acton,Tasmania,Operational,20070201,or1422-37_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.075948,145.891127
711,Substation,Studland Bay Wind Farm,110,,Woolnorth,Tasmania,Operational,20080314,or1403-184_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-40.718753,144.697562
712,Substation,Altona,220,Terminal ,Laverton North,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.838848,144.789381
713,Substation,Fishermans Bend,220,Zone ,Port Melbourne,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.825191,144.929431
714,Substation,Brooklyn,220,Terminal ,Altona North,Victoria,Operational,20091202,portphillip_2009dec02_air_vis_35cm_mga55.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-37.825967,144.861786
715,Substation,Dalrymple,132,Zone ,Dalrymple,South Australia,Operational,20080501,AUK_S35E137-D,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.936008,137.744241
716,Substation,Invicta Mill,132,Zone ,Giru,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-19.517301,147.107473
717,Substation,Waratah,132,Zone ,Waratah West,New South Wales,Operational,19980101,Newcastle.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-32.893887,151.714763
718,Substation,Kurri,132,Subtransmission ,Heddon Greta,New South Wales,Operational,20070101,lr94orthonewc10c.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-32.805985,151.500182
719,Substation,Kamerunga,132,Zone ,Caravonica,Queensland,Operational,20040101,Cairns_8064_2p5m_SPOTMaps.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-16.866135,145.687427
720,Substation,Innisfail,132,Zone ,Stoters Hill,Queensland,Operational,20040101,Tully_8026_60cm_2004.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-17.535225,145.973324
721,Substation,Tully,132,Zone ,Tully,Queensland,Operational,20040101,Tully_8026_60cm_2004.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-17.954869,145.909404
722,Substation,Chalumbin,275,Zone ,Koombooloomba,Queensland,Operational,20040101,Tully_8026_60cm_2004.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-17.80065,145.526573
723,Substation,Middle Ridge 110,110,Zone ,Kearneys Spring,Queensland,Operational,20090101,Toowoomba_9242_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.622298,151.943672
724,Substation,Mount England,275,Zone ,Split Yard Creek,Queensland,Operational,20090101,Caboolture_9443_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.383063,152.647549
725,Substation,South Pine,275,Zone ,Brendale,Queensland,Operational,20090101,Caboolture_9443_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.323555,152.970095
726,Substation,West Darra,110,Terminal ,Riverhills,Queensland,Operational,20090101,Ipswich_9442_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.563423,152.901541
727,Substation,Swanbank B,275,Power Station,Swanbank,Queensland,Operational,20090101,Ipswich_9442_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.658893,152.814541
728,Substation,Swanbank A,110,Zone ,Swanbank,Queensland,Operational,20090101,Ipswich_9442_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.658258,152.812008
729,Substation,Rocklea,275,Zone ,Rocklea,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.552941,152.999322
730,Substation,Richlands,110,Zone ,Richlands,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.579856,152.959912
731,Substation,Upper Kedron,110,Zone ,Upper Kedron,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.416756,152.906145
732,Substation,Swanbank E,275,Power Station,Swanbank,Queensland,Operational,20090101,Ipswich_9442_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.655164,152.81894
733,Substation,Burton Downs,132,Zone ,Burton,Queensland,Operational,20051101,Capricorn4_SPNC_2pt5m_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-21.691753,148.210362
734,Substation,North Goonyella,132,Zone ,Moranbah,Queensland,Operational,20090101,CQ_Whole_project_Mosaic_50cm_MGA55_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-21.658011,147.969079
735,Substation,West End,110,Zone ,South Brisbane,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120629,-27.47562,153.012762
736,Substation,Murarie,275,Zone ,Murarrie,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.447414,153.113193
737,Substation,Makerston Street,110,Zone ,Brisbane City,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120629,-27.467413,153.018453
738,Substation,Victoria Park,110,Zone ,Spring Hill,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120629,-27.452016,153.028255
739,Substation,Ashgrove West,110,Zone ,Ashgrove,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120629,-27.45084,152.971964
740,Substation,Doboy,110,Zone ,Murarrie,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.447843,153.110508
741,Substation,Stafford,110,Zone ,Stafford Heights,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.399183,153.009328
742,Substation,Nudgee,110,Zone ,Banyo,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.389938,153.083203
743,Substation,Sandgate,110,Zone ,Deagon,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.330204,153.050053
744,Substation,Brendale,110,Zone ,Brendale,Queensland,Operational,20090101,Caboolture_9443_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.325786,152.970835
745,Substation,Hays Inlet,110,Zone ,Rothwell,Queensland,Operational,20050717,SEQ_SPOT_2pt5m_col_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.220298,153.04766
746,Substation,Ann Street,110,Zone ,Brisbane City,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120629,-27.464933,153.028372
747,Substation,Image Flat,132,Zone ,Image Flat,Queensland,Operational,20030101,Nambour_9444_60cm_2003.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-26.60973,152.946761
748,Substation,Beerwah,110,Zone ,Beerwah,Queensland,Operational,20030101,Nambour_9444_60cm_2003.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-26.853715,152.927889
749,Substation,Cooroy,132,Zone ,Cooroy,Queensland,Operational,20020101,Gympie_9445_1m_2002.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-26.43358,152.923155
750,Substation,Newstead,110,Zone ,Teneriffe,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120629,-27.450761,153.047643
751,Substation,Merrimac - SSMMC,110,Zone ,Clear Island Waters,Queensland,Operational,20070101,Murwillumbah_9541_60cm_2007.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120628,-28.035183,153.407437
752,Substation,Gympie,132,Zone ,Gympie,Queensland,Operational,20020101,Gympie_9445_1m_2002.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-26.196394,152.681686
753,Substation,Caboolture,110,Zone ,Caboolture,Queensland,Operational,20090101,Caboolture_9443_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.065143,152.963132
754,Substation,Tennyson,110,Terminal ,Tennyson,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.526072,153.007643
755,Substation,Southport,110,Zone ,Southport,Queensland,Operational,20090101,Beenleigh_9542_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.973284,153.40987
756,Substation,Runcorn,110,Zone ,Runcorn,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.583291,153.070379
757,Substation,Redbank Plains,110,Zone ,Collingwood Park,Queensland,Operational,20090101,Ipswich_9442_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.640591,152.851932
758,Substation,Raceview,110,Zone ,Raceview,Queensland,Operational,20090101,Ipswich_9442_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.630675,152.778884
759,Substation,Queensland Rail-Beenleigh,110,Zone ,Beenleigh,Queensland,Operational,20090101,Beenleigh_9542_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.720471,153.209126
760,Substation,Loganlea,275,Zone ,Meadowbrook,Queensland,Operational,20090101,Brisbane_Mosaic_15cm_MGA56_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.664334,153.13149
761,Substation,Granite Creek,132,Zone ,Colosseum,Queensland,Operational,20050717,SEQ_SPOT_2pt5m_col_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-24.462746,151.680812
762,Substation,Teebar Creek,132,Zone ,Gigoomgan,Queensland,Operational,20020101,Biggenden_9346_1m_2002.ecw,20120712,AEMO-Australian Energy Market Operators 2012,1,20120710,-25.690541,152.247576
763,Substation,Burleigh Heads,110,Zone ,Burleigh Heads,Queensland,Operational,20070101,Murwillumbah_9541_60cm_2007.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-28.102652,153.436329
764,Substation,Broadbeach,110,Zone ,Broadbeach,Queensland,Operational,20070101,Murwillumbah_9541_60cm_2007.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-28.026002,153.429752
765,Substation,Northam 132,132,Zone ,Northam,Western Australia,Operational,20080301,Northam_2234_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.653096,116.699726
766,Substation,Kellerberrin,66,Zone ,Kellerberrin,Western Australia,Operational,20041001,Kellerberrin_2434_Oct_2004_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.632935,117.77456
767,Substation,Merredin Terminal,220,Terminal ,Merredin,Western Australia,Operational,20060101,Bruce_Rock_2534_Jan_2006_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.539653,118.227428
768,Substation,Avoca,110,Zone ,Avoca,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E147-D,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.785281,147.727584
769,Substation,St Marys,110,Zone ,St Marys,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E147-C,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.592281,148.183672
770,Substation,Newton Pumps,110,Zone ,West Coast,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E145-D,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.909926,145.566075
771,Substation,Rosebery,110,Zone ,Rosebery,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E145-D,20120123,AEMO-Australian Energy Market Operators 2012,3,20120710,-41.777035,145.539544
772,Substation,Farrell,220,Zone ,Tullah,Tasmania,Operational,20100503,SPOTCOV_AUR_S42E145-D,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-41.734468,145.530973
773,Substation,Smithton,110,Zone ,Smithton,Tasmania,Operational,20080314,or1403-83_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-40.848093,145.131061
774,Substation,Muswellbrook 330,330,Subtransmission ,McCullys Gap,New South Wales,Operational,20020101,Camberwell.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-32.222211,150.941673
775,Substation,Muswellbrook 132,132,Subtransmission ,Muswellbrook,New South Wales,Operational,20020101,Camberwell.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-32.245446,150.911306
776,Substation,Singleton,132,Subtransmission ,Maison Dieu,New South Wales,Operational,20070101,lr94orthosing10c.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-32.531407,151.076202
777,Substation,Newcastle,330,Zone ,Killingworth,New South Wales,Operational,19980101,Newcastle.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-32.927607,151.561532
778,Substation,Tennant Creek,33,Zone ,Tennant Creek,Northern Territory,Operational,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,20110301,Northern Territory Utilities Commission Power and Water Corporation 2011,1,20120710,-19.654426,134.175476
779,Substation,Korenan,132,Zone ,Colosseum,Queensland,Operational,20050717,SEQ_SPOT_2pt5m_col_mosaic.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-24.46506,151.667376
780,Substation,Gin Gin,275,Zone ,Takilberan,Queensland,Operational,20100101,bundaberg_6cm_mosaic_mga56_2010.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-24.901506,151.81927
781,Substation,Boyne Island,275,Sole Use,Boyne Island,Queensland,Operational,20090101,9150_Gladstone_25cm_2009_Mga56.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.928688,151.344285
782,Substation,Wurdong,275,Zone ,Wurdong Heights,Queensland,Operational,20090101,9150_Gladstone_25cm_2009_Mga56.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-23.960575,151.289016
783,Substation,Calvale,275,Zone ,Mount Murchison,Queensland,Operational,20060801,sp5col2p5_SG5601.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-24.342603,150.627458
784,Substation,Tom Price,220,Zone ,Mount Sheila,Western Australia,Operational,20090601,North West Interconnected System Website,20090601,North West Interconnected System Website,5,20120710,-22.735989,117.776282
785,Substation,Lane Cove,132,Zone ,Lane Cove West,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.811723,151.145072
786,Substation,Pennant Hills,132,Zone ,Pennant Hills,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.738709,151.057519
787,Substation,Berowra,132,Zone ,Berowra,New South Wales,Operational,20080101,Sydney_9130_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.63127,151.145931
788,Substation,Sommersby,132,Zone ,Somersby,New South Wales,Operational,20070101,gosford.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.414351,151.292812
789,Substation,Merewether,132,Subtransmission ,Hamilton South,New South Wales,Operational,19980101,Newcastle.ecw,20130214,AEMO-Australian Energy Market Operators 2013,4,20130730,-32.935136,151.736474
790,Substation,Mitchell,132,Subtransmission ,Muswellbrook,New South Wales,Operational,20020101,muswellbrook.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-32.295066,150.876708
791,Substation,Tomago 132,132,Subtransmission ,Tomago,New South Wales,Operational,20070101,lr94orthonewc10c.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-32.81512,151.765216
792,Substation,Dalby,110,Zone ,Dalby,Queensland,Operational,20090101,Dalby_9143_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.21408,151.309512
793,Substation,Awaba,132,Subtransmission ,Toronto,New South Wales,Operational,19980101,Newcastle.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-33.005325,151.557789
794,Substation,Muja ,132,Terminal ,Muja,Western Australia,Operational,20080201,Collie_2131_Feb_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-33.447972,116.307116
795,Substation,West Collieries,132,Zone ,Shotts,Western Australia,Operational,20080201,Collie_2131_Feb_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-33.403001,116.272167
796,Substation,Shotts ,330,Terminal ,Palmer,Western Australia,Operational,20080201,Collie_2131_Feb_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-33.317878,116.275884
797,Substation,Collgar,132,Terminal ,Norpa,Western Australia,Operational,20100801,Bruce_Rock_2534_Jun_Aug_2010_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20140211,-31.542089,118.456592
798,Substation,Albany,132,Zone ,McKail,Western Australia,Operational,20070101,Mt_Barker_2428_Jan_2007_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-34.976373,117.831629
799,Substation,Kojonup,132,Zone ,Kojonup,Western Australia,Operational,20060101,Kojonup_2330_Jan_2006_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-33.809974,117.135126
800,Substation,Katanning,66,Zone ,Katanning,Western Australia,Operational,20060101,Katanning_2430_Jan_2006_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-33.700686,117.529551
801,Substation,Wagin,66,Zone ,Wagin,Western Australia,Operational,20060201,Wagin_2331_Feb_2006_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-33.31669,117.316052
802,Substation,Murray Bridge-Hahndorf No 3,132,Zone ,Kanmantoo,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-35.057035,139.016461
803,Substation,Murray Bridge-Hahndorf No 2,132,Zone ,Mobilong,South Australia,Operational,20080101,Murraylands_SW_L2SAUST.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-35.093372,139.209851
804,Substation,Murray Bridge-Hahndorf No 1,132,Zone ,Mobilong,South Australia,Operational,20080101,Murraylands_SW_L2SAUST.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-35.095553,139.28747
805,Substation,Morgan-Whyalla No 4,132,Zone ,Robertstown,South Australia,Operational,20080101,Murraylands_NW_L2SAUST.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-33.965889,139.06294
806,Substation,MDR Pump MW3,132,Zone ,Bower,South Australia,Operational,20080101,Murraylands_NW_L2SAUST.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-33.972406,139.188906
807,Substation,MDR Pump MW1,132,Zone ,Morgan,South Australia,Operational,20080101,Murraylands_NW_L2SAUST.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.020784,139.687324
808,Substation,Millbrook,132,Zone ,Millbrook,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.833609,138.806363
809,Substation,Mannum-Adelaide Pumping Station 3,132,Zone ,Palmer,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.850221,139.133856
810,Substation,Mannum-Adelaide Pumping Station 2,132,Zone ,Palmer,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.857426,139.1676
811,Substation,Mannum-Adelaide Pumping Station 1,132,Zone ,Finniss,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.919053,139.307536
812,Substation,Kanmantoo Mine,132,Zone ,Kanmantoo,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-35.096109,139.012766
813,Substation,Stony Point,132,Zone ,Cultana,South Australia,Operational,20080501,AUK_S33E137-D,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-32.98695,137.774117
814,Substation,Middleback,132,Zone ,Moonabie,South Australia,Operational,20080501,AUK_S34E137-A,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-33.167196,137.10143
815,Substation,Parafield Gardens West,275,Zone ,Parafield Gardens,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.776867,138.598236
816,Substation,New Osborne,66,Zone ,Osborne,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.797488,138.50574
817,Substation,Northfield,275,Zone ,Yatala,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.847513,138.633938
818,Substation,Magill,275,Zone ,Adelaide,South Australia,Operational,20030101,WestandEastMtLoftyRanges_2003_2005_MGA54.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-34.910804,138.682018
